"","MESSAGE_BODY","MESSAGE_FAVORITES_COUNT","MESSAGE_POSTED_TIME","MESSAGE_RETWEET_COUNT","MESSAGE_ACTION","USER_GENDER","USER_FOLLOWERS_COUNT","USER_SCREEN_NAME","USER_CITY","X10"
"418","RT @DeSalesMedia: ""5 Helpful post-election rules for using social media"" - via @AleteiaEN https://t.co/syT4DKjpcH https://t.co/ciyAg6Ilxz","0","20:28.0","2","share","unknown","147","SHSSRC","Brooklyn",NA
"419","We are excited for these local heroes. Join the @KofC of our diocese. @TabletNewspaper @DeSalesMedia @currentsny<U+0089><db>_ https://t.co/3YtEpa7dLe","0","35:19.0","0","post","male","266","frgelfant","Brooklyn",NA
"420","RT @berlykim22: @DeSalesMedia @TabletNewspaper representing @BrooklynChamber #wintergala2016 #merrychristmas2016 https://t.co/u7fWy2hYB5","0","02:13.0","2","share","unknown","1323","DeSalesMedia","Brooklyn",NA
"421","RT @DeSalesMedia: Diocese of Brooklyn: you're invited to take the 2015 Survey on Marriage and Family: http://t.co/BnSWncVAZC http://t.co/WbBcfGKN0Z","0","47:01.0","5","share","male","1517","BpDiMarzio","Brooklyn",NA
"422","#grillingwithgod @doboff @DeSalesMedia http://t.co/5vbLcrFUif","2","27:35.0","2","post","female","10","smallstorm71","NEW YORK CITY",NA
"423","Consider this the BEFORE of #WCDnyc produced by @DeSalesMedia for the @BrooklynDiocese. Watch out for the AFTER! http://t.co/UvwbjWHb3a","0","37:57.0","0","post","unknown","625","dobpress","Brooklyn",NA
"424","RT @OLQMcomm: #WCDnyc @DeSalesMedia Bishop Paul Sanchez and parish family at Our Lady Queen of Martyrs' volunteer appreciation day. http://t.co/1DihK9PgLH","0","23:39.0","1","share","unknown","570","DeSalesMedia","Brooklyn",NA
"425","RT @berlykim22: Kimberly Benn reporting live from #InTheArena #WCDnyc @TabletNewspaper @DeSalesMedia @NETnyTV http://t.co/c74Sl4Wrq3","0","09:14.0","3","share","female","89","withlovekx3",NA,NA
"426","#WCDnyc @NY_Arch Pope to visit St. Patrick's Cathedral. Restorations made in advance of visit. @DeSalesMedia Pope to also visit UN","0","19:55.0","0","post","male","34","DeMedievalist","NEW YORK CITY",NA
"427","RT @DeSalesMedia: Watch NET TV or go to http://t.co/r50hsyNDH1 at 130PM to watch LIVE coverage of Ordination of our 2 new Bishops! http://t.co/cK4f2YVnZ7","0","29:21.0","2","share","unknown","55","SHSSRC","Brooklyn",NA
"428","RT @JamesKuroly: Great article if I may say so! Thanks @TabletNewspaper @ewilkinson_ed and @DeSalesMedia for the great coverage.  https://t.co/inNZZ1GuNF","0","03:04.0","3","share","unknown","849","TabletNewspaper","NEW YORK CITY",NA
"429","RT @DeMedievalist: This Eve: The billboard welcoming Pope Francis to NYC almost complete! @DeSalesMedia #PopeInUSA #PopeInUS @Pontifex http://t.co/GVtzwef8kt","0","10:54.0","1","share","female","77","berlykim22",NA,NA
"430","No te pierdas @eldiariony de hoy! Excelente cobertura de @JoaquinBotero sobre el mural de @DeSalesMedia #PapaEnUSA http://t.co/OwAJFXnqOD","4","24:29.0","3","post","unknown","718","dobpress","NEW YORK CITY",NA
"431","So proud to be part of this company and part of this visit #PopeInUSA @DeSalesMedia @NETnyTV http://t.co/JNWsxNvEst","0","56:14.0","1","post","female","42","KateMeany","NEW YORK CITY",NA
"432","Thanks @Juanjo3800!!  @NYC @DeSalesMedia @Pontifex @BrooklynDiocese @NuestraVozDOB @TabletNewspaper","0","42:54.0","0","post","male","62","DeMedievalist","NEW YORK CITY",NA
"433","Mural en Nueva York de #papafrancisco, tama_o rascacielos (foto izq de @DeSalesMedia) http://t.co/XZ4CClPWbX","6","51:59.0","9","post","female","903","CNS_Rhina","WASHINGTON",NA
"434","RT @DeSalesMedia: Behind the scenes: We are prepping to go live with @Pontifex in CUBA! Time Warner 97, Cablevision 30 #PopeInUS http://t.co/1tvNVLeFTi","0","11:00.0","6","share","female","77","berlykim22",NA,NA
"435","RT @DeSalesMedia: The @NYPDnews has released a street-by-street list of what will be closed during @Pontifex visit to NY: http://t.co/9mryFdJZun #PopeInUSA","0","50:49.0","1","share","male","284","StJoseph_BK","NEW YORK CITY",NA
"436","RT @DeSalesMedia: .@MonsignorH: Pope Francis will be the proponent of ideas. He is someone who is unafraid to go out and see what will happen.  #PopeInUS","0","15:27.0","2","share","unknown","69","SHSSRC","Brooklyn",NA
"437","RT @DeSalesMedia: Meditations on Peace: Christian #PopeInNYC #PopeInUSA http://t.co/i4jajcGmkJ","0","58:06.0","1","share","female","9992","rzollAP",NA,NA
"438","DID YOU KNOW? @DeSalesMedia designed the book used by #PopeFrancis @Sept11Memorial ceremony earlier? #PopeinNYC http://t.co/oB0P8NL6Ir","0","58:23.0","1","post","unknown","772","NETnyTV","NEW YORK CITY",NA
"439","RT @DeSalesMedia: Some more photos of the volunteers getting everything ready to feed the hungry tonight! #PopeInUSA #PopeInNYC http://t.co/Wdg9LOHadA","0","27:51.0","4","share","male","300","StJoseph_BK","NEW YORK CITY",NA
"440","RT @DeSalesMedia: #PopeinNYC Be a papal reporter! Post your papal pics + your comments to #PopeInUSA + #PapaEnUSA http://t.co/9I103RmNaY  @BrooklynDiocese","0","14:18.0","3","share","male","83","DeMedievalist","NEW YORK CITY",NA
"441","RT @DeMedievalist: This Eve: The billboard welcoming Pope Francis to NYC almost complete! @DeSalesMedia #PopeInUSA #PopeInUS @Pontifex http://t.co/GVtzwef8kt","0","43:30.0","29","share","female","232","ricahyeppo31","City of Panabo",NA
"442","RT @DeSalesMedia: .@austeni sums up #PopeFrancis' trip to the United States for @TabletNewspaper: http://t.co/zVjtRyt25D #PopeInUSA http://t.co/hkHbTzSp24","0","11:39.0","1","share","unknown","969","TabletNewspaper","NEW YORK CITY",NA
"443","RT @DeSalesMedia: .@nbisbal on @relevantradio 1430AM every Mon starting at 6AM giving the latest @NETnyTV news https://t.co/JIryHU22Jf https://t.co/Cxp4cRv10j","0","05:07.0","2","share","unknown","837","NETnyTV","Brooklyn",NA
"444","Thank you @katie_lynn_rose + @currentsny for the excellent piece on @DeSalesMedia new  https://t.co/1N1TsnRfYc page! https://t.co/0EqfkHnE84","6","53:52.0","8","post","male","83","DeMedievalist","NEW YORK CITY",NA
"445","RT @berlykim22: Great time @BrooklynChamber #wintergala2015 @DeSalesMedia @TabletNewspaper @NETnyTV #christmas2015 https://t.co/Ot6Oi4w7Tj","0","33:30.0","1","share","unknown","6533","BrooklynChamber","Brooklyn",NA
"446","RT @DeSalesMedia: Story of a group of students who worked to purchase Church bell for church in Haiti destroyed by the 2010 earthquake: http://t.co/yNYi9W9K17","0","25:35.0","1","share","unknown","697","TabletNewspaper","NEW YORK CITY",NA
"447","RT @katie_lynn_rose: @currentsny reporters in the house!! #WCDnyc @aderkon @MichelleCPowers  @DeSalesMedia http://t.co/MFM0PtxjaI","0","13:27.0","3","share","male","323","aderkon","Brooklyn",NA
"448","RT @DeSalesMedia: @NY_Arch: For this visit, we are looking forward to providing background info for those who are new to the Catholic media #WCDnyc","0","19:44.0","1","share","male","216","CafeconCristo","Brooklyn",NA
"449","RT @DeMedievalist: #wcdnyc @DeSalesMedia @TabletNewspaper More needs to be done to promote intact family unit &amp; family life. Must be more than just talk","0","46:38.0","1","share","male","214","StJoseph_BK","NEW YORK CITY",NA
"450","RT @DeMedievalist: #WCDnyc @ewilkinson_ed Pope strong on communicating issues. Strong position on family -where communication begins #inthearena @DeSalesMedia","0","31:39.0","3","share","unknown","43","SHSSRC","Brooklyn",NA
"451","RT @berlykim22: Kimberly Benn reporting live from #InTheArena #WCDnyc @TabletNewspaper @DeSalesMedia @NETnyTV http://t.co/c74Sl4Wrq3","0","08:19.0","1","share","unknown","596","DeSalesMedia","Brooklyn",NA
"452","RT @TabletNewspaper: Up now @DeSalesMedia's #WCDnyc: live taping of #InTheArena w/ @MonsignorH @gallicho @ewilkinson_ed talking @Pontifex http://t.co/h3ZOZjv0Ql","0","50:45.0","4","share","male","214","StJoseph_BK","NEW YORK CITY",NA
"453","RT @gallicho: Live-tweeting @BrooklynDiocese @DeSalesMedia World Communications Day #WCDnyc, feat. @austeni @GibsonWrites @JohnThavis Brace yourselves.","0","24:35.0","2","share","unknown","626","dobpress","Brooklyn",NA
"454","#WCDnyc @DeSalesMedia @NY_Arch Pope will experience unique faith of Catholics in NY. Faithful will be inspired and asked to reflect","0","14:29.0","2","post","male","34","DeMedievalist","NEW YORK CITY",NA
"455","RT @Bike4Vocations: Fr. Fitzgerald ask: Are you ready for a Prayer Challenge?   http://t.co/S2ufxm3qJJ  @DRVCvocations @DeSalesMedia  https://t.co/dzdTNSfKlc","0","37:52.0","1","share","unknown","7644","fr_gonzales","GONZALES",NA
"456","RT @DeSalesMedia: Come and show your support for the #EducationTaxCredit today outside Cathy Nolan's offices in Ridgewood and Sunnyside at 3:30 PM!","0","05:20.0","1","share","unknown","217","BrooklynDiocese","Brooklyn",NA
"457","RT @Bike4Vocations: It was so wonderful to be at St. Elizabeth's! @DRVCvocations @DeSalesMedia  https://t.co/ixmiChjuyW","0","09:11.0","1","share","female","539","littleflowr",NA,NA
"458","RT @DeSalesMedia: Thanks to everyone who braved the rain to support #EducationTaxCredit at Cathy Nolan's offices! http://t.co/MlgIb2t6Nr","0","16:06.0","7","share",NA,"232","StJoseph_BK","NEW YORK CITY",NA
"459","RT @DeSalesMedia: #PapaEnUSA #PopeInUS https://t.co/q7qtVKIrBq","0","23:18.0","1","share",NA,"271","StJoseph_BK","NEW YORK CITY",NA
"460","RT @dobpress: .@BrooklynDiocese's @DeSalesMedia to welcome Pope Francis w/ largest painted billboard of NYC: http://t.co/bHyGBKpmy1 #PopeInUSA #PapaEnUSA","0","16:34.0","5","share","female","95","katie_lynn_rose","Brooklyn",NA
"461","Our friends at @DeSalesMedia are sponsoring this #PopeFrancis welcome in NYC http://t.co/uUs5nU1AAw (h/t @CNS_Rhina) http://t.co/pcPR0x8oop","24","38:18.0","32","post","unknown","111516","CatholicNewsSvc","WASHINGTON",NA
"462","<U+0089><db><cf>Llegaremos a Roma y haremos ejecuciones masivas<U+0089><U+06DD>, dice miembro de ISIS
http://t.co/CKqrUBVXAC
@StJoseph_BK 
@DeSalesMedia","0","13:06.0","0","post","unknown","163","NuestraVozDOB","NEW YORK CITY",NA
"463","RT @DeSalesMedia: The @Pontifex Billboard is complete! It will only be up for a short time so go check it out! #PopeInUSA http://t.co/sniZltt8Tf","0","37:31.0","8","share","male","855","schillermatt",NA,NA
"464","RT @DeSalesMedia: <e5><c0>Conocen @austeni? Es nuestro periodista oficial para #PapaEnCuba + #PapaEnUSA Sigue + participa en  la conversaci<cc>_n","0","42:48.0","1","share","male","284","StJoseph_BK","NEW YORK CITY",NA
"465","Shepard 1 has landed to cheers in Washington DC. @Pontifex has landed in the USA! @NETnyTV @DeSalesMedia #PopeInUSA","0","51:14.0","3","post","female","49","KateMeany","NEW YORK CITY",NA
"466","RT @DeSalesMedia: #PopeFrancis' Prayer for Remembrance at the Multi-religious prayer service #PopeInNYC #PopeInUSA http://t.co/i95DkClwgr","0","06:23.0","3","share","unknown","31598","Smith83K",NA,NA
"467","RT @futuresinedu: Join us at the @WaldorfNYC to support #CatholicEducation: http://t.co/DAHLqfXZAC #FuturesDinner @karenssueroltd @DeSalesMedia","0","01:54.0","2","share","male","1642","BHoganNYC","New York City",NA
"468","Join us at the @WaldorfNYC to support #CatholicEducation: http://t.co/DAHLqfXZAC #FuturesDinner @karenssueroltd @DeSalesMedia","2","10:34.0","2","post","unknown","814","futuresinedu","NEW YORK CITY",NA
"469","Tune in Tuesday, November 24th @ 9pm to view #ShelterInTheCity: https://t.co/tfQpPLiAKQ @TerryDonnellan @NETnyTV @DeSalesMedia","0","51:12.0","0","post","unknown","750","CFBQ","Brooklyn",NA
"470","RT @DeMedievalist: Thank you @katie_lynn_rose + @currentsny for the excellent piece on @DeSalesMedia new  https://t.co/1N1TsnRfYc page! https://t.co/0EqfkHnE84","0","01:20.0","5","share","unknown","847","DeSalesMedia","Brooklyn",NA
"471","RT @DeSalesMedia: Hear the song that will welcome #PopeFrancis to Chiapas, Mexico on Feb. 15! @NuestraVozDOB https://t.co/ZtfNs6z5jX https:<U+0089><db>_","0","52:06.0","3","share","unknown","1055","TabletNewspaper","NEW YORK CITY",NA
"472","RT @DeSalesMedia: #MarchforLife hasn't slowed down even as the snow begins to fall on Washington DC! @AleteiaEN @kathrynlopez @KofC https:/<U+0089><db>_","0","54:07.0","16","share","male","4","HubertPellegrin",NA,NA
"473","RT @currentsny: Watch @currentsny tonight @ 7:30 for the latest on #jonasblizzard aftermath @NETnyTV @DeSalesMedia #snowmaggedon2016 https:<U+0089><db>_","0","06:52.0","2","share","unknown","1071","TabletNewspaper","NEW YORK CITY",NA
"474","And we're live in El Paso! Check out @DeSalesMedia's new billboards for #PopeInMexico and #PapaEnMex. https://t.co/1d7U1r0Dvd","0","33:29.0","0","post","female","1005","christinemohan","NEW YORK CITY",NA
"475","RT @DeSalesMedia: Check out the 3 billboards we have put up in El Paso to welcome #PopeFrancis! #PapaEnMex @neneos @gli72 https://t.co/Dsuv<U+0089><db>_","0","59:02.0","5","share","unknown","258","NuestraVozDOB","NEW YORK CITY",NA
"476","RT @DeSalesMedia: 7PM: #TheologyOnTap w/ @themostmrchris- Confession: Where Mercy Abounds @MojaveNYC #Astoria https://t.co/IDSwhlaV5M https<U+0089><db>_","0","54:01.0","2","share","unknown","2743","NY_Arch",NA,NA
"477","RT @DeSalesMedia: Join us May 11 for the 25th Annual World Communications Day at @MHMarriottBK! #WCDnyc https://t.co/4yjhR64jDC https://t.c<U+0089><db>_","0","29:53.0","6","share","female","763","SJUMission","ST. JOHN",NA
"478","RT @dobpress: The countdown has started! A lil over a month for @DeSalesMedia #WCDnyc. The @BrooklynDiocese's World Comm. Day will honor @F<U+0089><db>_","0","51:27.0","2","share","female","961","jmbogash","Deerfield Beach",NA
"479","RT @dobpress: The countdown has started! A lil over a month for @DeSalesMedia #WCDnyc. The @BrooklynDiocese's World Comm. Day will honor @F<U+0089><db>_","0","45:43.0","4","share","male","613","DennisPoust","Albany",NA
"480","RT @DeSalesMedia: Pope Francis' Instagram success: a model for Catholic social media? https://t.co/qIVIUE9Tzh via @cnalive #WCDnyc https://<U+0089><db>_","0","15:57.0","12","share","unknown","31460","PublicSafetyNL",NA,NA
"481","The @TabletNewspaper's @ewilkinson_ed at the @cshofdouglaston golf outing. @DeSalesMedia https://t.co/fGNR9AspQi","0","19:13.0","0","post","male","450","TimHarf","NEW YORK CITY",NA
"482","RT @DeSalesMedia: @FatherRosica on @DeSalesMedia: One of the finest Catholic media operations in North America. #WCDnyc https://t.co/0xNLrY<U+0089><db>_","0","04:05.0","4","share","male","109","DeMedievalist","NEW YORK CITY",NA
"483","RT @DeSalesMedia: .@FatherRosica: Digital world can be an international weapon of mass destruction, crossing time zones, borders and space.<U+0089><db>_","0","39:23.0","3","share","female","1215","MaryDTP",NA,NA
"484","RT @DeSalesMedia: .@jenfulwiler: What has gotten peoples attention is Pope Francis' comfort level with informality #WCDnyc","0","27:34.0","1","share","male","505","StJoseph_BK","NEW YORK CITY",NA
"485","With author of best-selling Tweetable Pope @MikeOLoughlin @DeSalesMedia conference https://t.co/f6Y64kZv5w","0","08:32.0","0","post","male","8951","FatherRosica",NA,NA
"486","RT @DeSalesMedia: .@FatherRosica: Our goal is to be reaching out, go to the peripheries. Be like the sower, with generosity of sowing #WCDn<U+0089><db>_","0","06:11.0","5","share","unknown","1032","ryanjkingesq","Toledo",NA
"487","RT @frgelfant: Stop using the @NYDailyNews to print @TabletNewspaper ! @DeSalesMedia","0","06:24.0","1","share","male","262","JamesKuroly",NA,NA
"488",".@schillermatt #CMC16 newspapers are mirrors to Catholic Diocese. People should see life of diocese &amp; their life in diocese. @DeSalesMedia","0","52:06.0","0","post","male","124","DeMedievalist","NEW YORK CITY",NA
"489","RT @berlykim22: Pope Francis reading the award winning @TabletNewspaper @CatholicPress #cmc16 @DeSalesMedia https://t.co/EVzDpMnknc","0","04:24.0","1","share","female","2326","aeternusphoto","St. Louis",NA
"490","RT @berlykim22: Pope Francis reading the award winning @TabletNewspaper @CatholicPress #cmc16 @DeSalesMedia https://t.co/EVzDpMnknc","0","45:39.0","2","share","female","1071","christinemohan","NEW YORK CITY",NA
"491","RT @DeSalesMedia: The opening of evening session of Day 1 kicked off by @MonsignorH @BrooklynDiocese @DeSalesMedia #RNC2016 https://t.co/fW<U+0089><db>_","0","13:51.0","3","share","unknown","1321","BrooklynDiocese","Brooklyn",NA
"492","RT @DeSalesMedia: Let the flame of love wrap around our world","so there will be no more violence and injustice."" #WYDOB #WYD2016 https://t<U+0089><db>_""","http://twitter.com/OldSalesians_FC/statuses/758016586741641217","10:12.0","en","id:twitter.com:609164146","534","45:21.0","The official twitter account for Old Salesians FC. Insta: @oldsalesiansfootballclub Email: oldsalesiansfcbattersea@gmail.com",NA
"493","RT @DeSalesMedia: More of Instagram's #WYDOB: take2.__ shows USA pride w/ @BrooklynDiocese youth &amp; new friends from China #Krakow2016 https<U+0089><db>_","0","03:26.0","1","share","unknown","332","NuestraVozDOB","NEW YORK CITY",NA
"494","RT @DeSalesMedia: Fr. Adamo @BrooklynDiocese w/@BishopCaggiano @Diobpt celebrating Mass #WYD2016 #Krakow2016 #WYDOB via @stephrembklyn http<U+0089><db>_","0","33:15.0","3","share",NA,"564","StJoseph_BK","NEW YORK CITY",NA
"495","RT @StJoseph_BK: https://t.co/aTog9shCyt by @JamesMartinSJ https://t.co/fDfdYfrUWB feat by @DeSalesMedia Daily Catholic News &amp;Opinion https<U+0089><db>_","0","13:31.0","1","share","unknown","1531","BrooklynDiocese","Brooklyn",NA
"496","RT @stbernadettebk: @NETnyTV @DeSalesMedia Thanks for Sunday's Mission Mass! @BpMassa @BrooklynDiocese  @dobpress https://t.co/oDUuvd0waL","0","54:01.0","4","share","unknown","1537","BrooklynDiocese","Brooklyn",NA
"497","RT @ctnbrooklyn: @BrooklynDiocese DREs working with their new iPads courtesy of @DeSalesMedia Technology Grant https://t.co/I7y2Wf2bnS","0","18:57.0","2","share","unknown","1291","DeSalesMedia","Brooklyn",NA
"498","RT @StFinbarBklyn: The Runners made it home. Representing St. Finbar! #OurLadyofGuadalupe @DeSalesMedia @TabletNewspaper @NETnyTV https://t<U+0089><db>_","0","17:20.0","1","share","male","267","frgelfant","Brooklyn",NA
"499","RT @DeSalesMedia: Christmas to-do lists can be long, don't forget the most important 'to-do.' Here's our new video! https://t.co/yhnI9JAf3N<U+0089><db>_","0","25:30.0","13","share","unknown","40","stephrembklyn",NA,NA
